.478473756	2.833732971	2.325164279	3.060732666	-1
1.160830237	3.061495945	0.150357388	2.750461697	-1
2.101673084	3.74141048	3.823795842	1.775558938	-1
2.968956523	3.21574613	2.932662659	3.038159719	-1
1.601676007	3.176201699	0.060024782	3.798412922	-1
3.750126017	3.323605188	0.71321295	2.36213543	-1
3.440322753	2.904163274	0.868497671	3.231726409	-1
3.488891239	2.94946322	2.238801101	2.077614345	-1
2.197960191	2.457735006	1.961273379	3.759080522	-1
3.683561816	2.507822815	3.036665454	0.616849867	-1
1.357536862	2.161921584	2.870721048	0.764018271	-1
1.793520986	2.989601408	2.76603461	1.64484258	-1
3.601684587	0.757452076	0.055911955	0.085382943	-1
2.24773032	1.479838705	1.564552047	1.445686886	-1
1.277560432	3.222748459	3.640352893	3.55668398	-1
1.654970122	1.439868676	0.965759062	2.369294355	-1
2.758194605	1.213144495	0.005135975	0.014363088	-1
3.314846612	1.65521836	3.037719009	2.921114838	-1
2.083567932	2.198061576	0.087306654	3.783147373	-1
2.432873043	1.347413861	1.772821313	1.778472559	-1
2.406546411	3.414404044	1.766816645	3.225565365	-1
3.331881534	3.778246478	3.232106905	2.988902672	-1
1.214023765	3.027706702	1.237740575	2.162152555	-1
2.300959753	1.72260362	2.011691751	2.111652995	-1
3.088921478	1.453012706	0.766751909	2.362550244	-1
0.758243374	2.732643245	2.348489962	3.405788978	-1
1.554098375	0.46645574	2.232776581	3.091489902	-1
0.568193911	2.808767907	3.162851914	0.730798381	-1
0.626167477	0.883170293	3.671128704	1.128297499	-1
0.349812235	1.226232934	2.069156822	2.072001991	-1
2.197890756	3.519247584	2.557146436	2.801723241	-1
3.638814605	1.561566367	1.572784922	3.939539204	-1
1.226706428	0.185184241	1.971811242	3.52622579	-1
0.989484747	1.452937773	2.276889392	1.494935597	-1
1.766746398	1.070425831	1.823463301	2.16390673	-1
0.251503636	0.212255084	0.91054711	2.175980862	-1
0.130062117	3.845170069	3.199028427	0.831645364	-1
3.488808634	3.337505861	3.991286967	0.005061684	-1
1.476016843	3.91231891	1.485325192	1.914361589	-1
0.700941011	2.26404589	1.21869215	0.688892454	-1
0.482776648	3.260800083	0.751172953	0.930162361	-1
3.986957521	0.180040632	1.282188471	1.954467019	-1
0.408634587	3.527546695	3.019964575	1.583084178	-1
0.812410637	3.889870954	3.57146868	1.240869365	-1
2.167664689	0.419499938	1.743974517	1.71693367	-1
2.136235115	2.414583715	1.812379179	3.335817741	-1
0.676804571	1.485813923	0.320557874	2.163248774	-1
0.871714786	0.793526769	2.6851726	1.829067695	-1
0.602811012	0.899915408	1.024725691	3.228910514	-1
1.460231035	2.789406714	2.279741646	0.508228423	-1
2.951108674	0.625396884	1.155037106	3.842714228	-1
1.283353437	1.271375885	1.158829675	2.054189078	-1
0.786275365	0.253636226	1.52689115	3.243851935	-1
3.838263941	3.323973184	0.223498692	2.289272136	-1
0.375352429	1.264033459	2.776288189	0.594976071	-1
1.086191207	3.293823831	0.630824656	0.598979232	-1
3.396371734	1.220484496	1.029513354	0.421816334	-1
0.596036122	3.27285951	2.424429996	1.559629559	-1
3.200802948	0.49278177	3.825512127	1.166340432	-1
2.399922379	1.91837948	0.634614815	0.043488092	-1
2.580580429	1.358192398	2.673119304	1.893776139	-1
3.50882028	3.539309849	2.920903186	1.236964744	-1
2.332911808	3.643485195	0.201112621	1.589208453	-1
0.463082466	0.958634239	0.617932827	0.524205736	-1
2.184762861	0.925181098	3.367155279	3.152778938	-1
1.700749776	1.991982127	0.056200712	0.902245639	-1
2.232612756	2.848349249	0.039010882	0.902314076	-1
3.360632123	0.517754487	0.942953933	0.283834404	-1
3.583145265	1.851454303	3.076058574	2.338327306	-1
2.456080554	2.607861744	2.175467527	1.248381398	-1
3.08973836	3.374013603	1.348974374	0.940659307	-1
3.035350441	0.387514084	0.18742271	3.013680492	-1
0.047183283	0.517324618	1.374684095	2.089565989	-1
0.552123238	2.768295056	1.420298223	3.217674591	-1
3.592960527	0.833097735	2.686548211	3.15285994	-1
1.764482634	0.866583867	3.981792673	1.861903503	-1
0.160393171	2.537621288	0.721996281	3.079775961	-1
2.014240505	0.273889968	3.657280194	3.490810332	-1
